Título	Tiempo de Lectura (min)	Primer Nombre Autor	Apellido Autor	Nombre Completo Autor	País	Género	Año de nacimiento	Año de muerte	Autores relacionados	Categorías
Los jugadores de ajedrez	1.69	Pessoa, Fernando	Pessoa	Fernando	Portugal	Romanticismo	1888.0	1935.0	Alfred Tennyson,Antonio Machado,Cecília Meireles,Edgar Allan Poe,Ezra Pound,James Joyce,Jesús Munárriz,John Keats,John Milton,José Luis García Martín,José Saramago,Lord Byron,Octavio Paz,Pablo Neruda,Percy Bysshe Shelley,T. S. Eliot,Walt Whitman,William Butler Yeats,William Shakespeare,William Wordsworth,Ángel Crespo	Agnósticos de Portugal,Escritores con seudónimo,Escritores de Portugal del siglo XX,Escritores en portugués,Fallecidos en 1935,Fallecidos por cirrosis,Fernando Pessoa,Hombres,Masones de Portugal,Nacidos en 1888,Nacidos en Lisboa,Paganos,Poesía moderna,Poetas de Portugal del siglo XX,Poetas en portugués,Rosacruces
Dichos de Luder 37	0.25	Ribeyro, Julio Ramón	Ribeyro	Julio Ramón	Peru	Romanticismo	1929.0	1994.0	Jorge Luis Borges,Julio Cortázar,Ricardo Palma	Fallecidos en 1994,Hombres,Julio Ramón Ribeyro,Nacidos en 1929
Prejaspes	6.585	Pardo Bazán, Emilia	Pardo Bazán	Emilia	España	Romanticismo	1851.0	1921.0	Benito Pérez Galdós,Francisco Pi y Margall,Gertrudis Gómez de Avellaneda,José María Gabriel y Galán,Juan Valera,María de Zayas,Miguel de Unamuno,Pedro Antonio de Alarcón,Ramón de Campoamor,Vicente Blasco Ibánez,Victor Hugo,Wenceslao Fernández Flórez,Émile Zola	Académicos numerarios de la Real Academia Gallega,Aliadófilos en Espana durante la Primera Guerra Mundial,Antidarwinismo en Espana,Antisemitismo en Espana,Ateneístas,Catedráticos de la Universidad Complutense de Madrid,Condes de Espana,Creacionistas,Críticos de teatro de Espana,Críticos literarios de Espana del siglo XIX,Críticos literarios de Espana del siglo XX,Damas de la Orden de las Damas Nobles de la Reina María Luisa,Emilia Pardo Bazán,Escritoras de Espana,Escritoras feministas de Espana,Escritores católicos de Espana,Escritores costumbristas de Espana,Escritores de Espana del Realismo,Escritores de Espana del siglo XIX,Escritores de Espana del siglo XX,Escritores de la provincia de La Coruna,Escritores en espanol,Escritores sobre el carlismo,Espanolas del siglo XIX,Espanolas del siglo XX,Fallecidos en 1921,Fallecidos en Madrid,Feministas de Galicia,Gastrónomas de Espana,Historia de las mujeres en Espana,Literatos carlistas,Mujeres,Mujeres novelistas de Espana,Nacidos en 1851,Nacidos en La Coruna,Novelistas de Espana del siglo XIX,Novelistas de Espana del siglo XX,Novelistas de Galicia,Racismo en Espana,Salonnière,Sepultados en la Sacramental de San Lorenzo y San José
El martirio de sor Bibiana	5.39	Pardo Bazán, Emilia	Pardo Bazán	Emilia	España	Romanticismo	1851.0	1921.0	Benito Pérez Galdós,Francisco Pi y Margall,Gertrudis Gómez de Avellaneda,José María Gabriel y Galán,Juan Valera,María de Zayas,Miguel de Unamuno,Pedro Antonio de Alarcón,Ramón de Campoamor,Vicente Blasco Ibánez,Victor Hugo,Wenceslao Fernández Flórez,Émile Zola	Académicos numerarios de la Real Academia Gallega,Aliadófilos en Espana durante la Primera Guerra Mundial,Antidarwinismo en Espana,Antisemitismo en Espana,Ateneístas,Catedráticos de la Universidad Complutense de Madrid,Condes de Espana,Creacionistas,Críticos de teatro de Espana,Críticos literarios de Espana del siglo XIX,Críticos literarios de Espana del siglo XX,Damas de la Orden de las Damas Nobles de la Reina María Luisa,Emilia Pardo Bazán,Escritoras de Espana,Escritoras feministas de Espana,Escritores católicos de Espana,Escritores costumbristas de Espana,Escritores de Espana del Realismo,Escritores de Espana del siglo XIX,Escritores de Espana del siglo XX,Escritores de la provincia de La Coruna,Escritores en espanol,Escritores sobre el carlismo,Espanolas del siglo XIX,Espanolas del siglo XX,Fallecidos en 1921,Fallecidos en Madrid,Feministas de Galicia,Gastrónomas de Espana,Historia de las mujeres en Espana,Literatos carlistas,Mujeres,Mujeres novelistas de Espana,Nacidos en 1851,Nacidos en La Coruna,Novelistas de Espana del siglo XIX,Novelistas de Espana del siglo XX,Novelistas de Galicia,Racismo en Espana,Salonnière,Sepultados en la Sacramental de San Lorenzo y San José
La primera conquista	4.565	Trigo, Felipe	Trigo	Felipe	España	Rural	1864.0	1916.0	Unknown	Aliadófilos en Espana durante la Primera Guerra Mundial,Coroneles de Espana,Escritores de Espana del siglo XX,Escritores de Extremadura,Escritores en espanol del siglo XX,Escritores eróticos,Fallecidos en 1916,Fallecidos en Madrid,Hombres,Militares de Espana del siglo XIX,Militares de Espana en la Revolución Filipina,Militares de Espana en la guerra hispano-estadounidense,Militares de la provincia de Badajoz,Médicos de Atención Primaria de Espana,Médicos de Extremadura,Médicos militares de Espana,Nacidos en 1864,Nacidos en Villanueva de la Serena,Novelistas de Espana del siglo XX,Periodistas de Espana del siglo XX,Periodistas de Extremadura,Presencia espanola en Filipinas,Suicidas de Espana
Fábula hindú	1.41	Voltaire	Voltaire	Unknown	Francia	Unknown	1694.0	1778.0	Unknown	Unknown
La vida en común	0.5	Monterroso, Augusto	Monterroso	Augusto	Guatemala	Unknown	1921.0	2003.0	Unknown	Aforistas,Augusto Monterroso,Cuentistas de Guatemala,Emigrantes guatemaltecos hacia México,Ensayistas de Guatemala,Escritores de Guatemala,Escritores en espanol del siglo XX,Fabulistas,Fallecidos en 2003,Fallecidos en Ciudad de México,Galardonados con el Premio Princesa de Asturias de las Letras,Ganadores del Premio Nacional de Literatura de Guatemala,Hombres,Microrrelatistas,Nacidos en 1920,Nacidos en Tegucigalpa,Nacionalizados de Guatemala,Premio Xavier Villaurrutia
Los hombres más nobles y antiguos	3.505	Boccaccio, Giovanni	Boccaccio	Giovanni	Italia	Romanticismo	1313.0	1375.0	Angelo Poliziano,Dante Alighieri,Fernando de Rojas,Geoffrey Chaucer,Lope de Vega,Miguel de Cervantes	Cuentistas de Italia,Diplomáticos del siglo XIV,Escritores de Italia del siglo XIV,Escritores en italiano,Escritores en latín,Escritores medievales que trataron temas de mitología griega,Fallecidos en 1375,Fallecidos en Certaldo,Giovanni Boccaccio,Hombres,Humanistas de Italia del siglo XIV,Italia en el Renacimiento,Mitógrafos medievales de la Antigua Grecia,Nacidos en 1313,Nacidos en Certaldo,Personas que dan nombre a un asteroide,Poetas de Italia del siglo XIV,Traductores de Dante Alighieri
Jabón	4.015	Onetti, Juan Carlos	Onetti	Juan Carlos	Uruguay	Modernismo	1909.0	1994.0	Albert Camus,Cristina Peri Rossi,Ernest Hemingway,Félix Grande,Gerardo Diego,Idea Vilarino,James Joyce,Jorge Luis Borges,Julio Cortázar,Marcel Proust,Octavio Paz,Pío Baroja,William Faulkner	Cuentistas de Uruguay,Escritores en espanol del siglo XX,Exiliados uruguayos en Espana,Fallecidos en 1994,Fallecidos en Madrid,Ganadores del Premio Cervantes,Ganadores del Premio de la Crítica de narrativa castellana,Hombres,Juan Carlos Onetti,Nacidos en 1909,Nacidos en Montevideo,Novelistas de Uruguay,Sepultados en el cementerio de La Almudena
El hombre y su imagen	1.13	La Fontaine, Jean de	La Fontaine	Jean de	Francia	Romanticismo	1621.0	1695.0	Charles Perrault,Giovanni Boccaccio	Escritores en francés,Fabulistas,Fallecidos en 1695,Fallecidos en París,Hombres,Index Librorum Prohibitorum,Miembros de la Academia Francesa,Moralistas,Nacidos en 1621,Nacidos en Château-Thierry,Poetas de Francia del siglo XVII
La fábula de los ciegos	2.14	Hesse, Hermann	Hesse	Hermann	Alemania	Romanticismo	1877.0	1962.0	Bertolt Brecht,Friedrich Schiller,Gabriela Mistral,Joseph von Eichendorff,Thomas Mann	Alemanes laureados con el Premio Nobel de Literatura,Escritores de Suiza del siglo XX,Escritores en alemán,Fallecidos en 1962,Fallecidos en Collina d'Oro,Hermann Hesse,Hombres,Laureados con el Premio Nobel 1946,Laureados con el Premio Nobel de Literatura por idioma alemán,Miembros de la Academia de las Artes de Berlín,Nacidos en 1877,Nacidos en Calw,Novelistas de Alemania del siglo XX,Pintores de Suiza del siglo XX,Poetas de Alemania del siglo XX,Poetas de Suiza,Premio Gottfried Keller,Suizo-alemanes,Suizos laureados con el Premio Nobel de Literatura
El ratoncillo, el pajarillo y la salchicha	3.0	Grimm, Hermanos	Grimm	Hermanos	Alemania	Romanticismo	1785.0	1863.0	Charles Perrault	Cuentistas de Alemania,Dúos de hermanos,Escritores de Alemania del siglo XIX,Escritores de literatura infantil de Alemania,Escritores en alemán,Germanistas,Hermanos Grimm,Lexicógrafos de Alemania,Lingüistas de Alemania del siglo XIX,Mitógrafos,Parejas de artistas
El puente	1.595	Kafka, Franz	Kafka	Franz	Checoslovaquia	Romanticismo	1883.0	1924.0	Albert Camus,Dante Alighieri,Gabriel García Márquez,Heinrich von Kleist,J. D. Salinger,James Joyce,Jean-Paul Sartre,John Updike,Jorge Luis Borges,José Saramago,Marcel Proust,Ray Bradbury,Thomas Mann,Vladimir Nabokov	Aforistas,Alumnado de la Universidad Carolina,Asquenazíes,Ateos de Austria,Ateos judíos,Biógrafos de la República Checa,Cuentistas de la República Checa,Diaristas,Escritores de Austria del siglo XX,Escritores de la República Checa del siglo XX,Escritores del Imperio austrohúngaro,Escritores en alemán,Escritores expresionistas,Escritores judíos,Existencialistas,Fabulistas,Fallecidos en 1924,Fallecidos en Klosterneuburg,Fallecidos por tuberculosis,Franz Kafka,Hombres,Microrrelatistas,Nacidos en 1883,Nacidos en Praga,Novelistas de Austria,Novelistas de la República Checa,Novelistas del siglo XX,Realismo mágico,Zurdos
En la barbería	5.95	Chejov, Anton	Chejov	Anton	Rusia	Dramaturgia	1860.0	1904.0	E. L. Doctorow,Edgar Allan Poe,George Steiner,Guy de Maupassant,James Joyce,Jorge Luis Borges,Máximo Gorki,Tennessee Williams,Virginia Woolf,Émile Zola	Antón Chéjov,Cuentistas de Rusia,Dramaturgos de Rusia del siglo XIX,Ensayistas de Rusia,Escritores de Rusia del siglo XIX,Escritores de ficción psicológica,Escritores en ruso,Escritores médicos,Fallecidos en 1904,Fallecidos por tuberculosis,Hombres,Nacidos en 1860,Nacidos en Taganrog,Novelistas de Rusia del siglo XIX,Personas que dan nombre a un asteroide,Sepultados en el cementerio Novodévichi
Los dos pichones	2.905	La Fontaine, Jean de	La Fontaine	Jean de	Francia	Romanticismo	1621.0	1695.0	Charles Perrault,Giovanni Boccaccio	Escritores en francés,Fabulistas,Fallecidos en 1695,Fallecidos en París,Hombres,Index Librorum Prohibitorum,Miembros de la Academia Francesa,Moralistas,Nacidos en 1621,Nacidos en Château-Thierry,Poetas de Francia del siglo XVII
Un nino como yo	0.255	García Márquez, Gabriel	García Márquez	Gabriel	Colombia	Romanticismo	1927.0	2014.0	Alejo Carpentier,Carlos Fuentes,Daniel Defoe,Ernest Hemingway,Franz Kafka,James Joyce,Jorge Luis Borges,Juan Rulfo,Julio Cortázar,Mario Benedetti,Miguel de Cervantes,Miguel Ángel Asturias,Pablo Neruda,Virginia Woolf,William Faulkner,Álvaro Cepeda Samudio,Álvaro Mutis	Alumnado de la Universidad Nacional de Colombia,Ateos de Colombia,Condecorados con la Orden al Mérito Docente y Cultural Gabriela Mistral,Cuentistas de Colombia,Escritores posmodernos,Fallecidos en 2014,Fallecidos en Ciudad de México,Gabriel García Márquez,Hombres,Laureados con el Premio Nobel 1982,Nacidos en 1927,Nacidos en Aracataca,Novelistas de Colombia,Premio Nobel de Literatura
Sadismo y masoquismo	0.255	Anderson Imbert, Enrique	Anderson Imbert	Enrique	Argentina	Unknown	1910.0	2000.0	Unknown	Alumnado de la Facultad de Filosofía y Letras de la Universidad de Buenos Aires,Alumnado del Colegio Nacional Rafael Hernández,Beca Guggenheim,Críticos literarios de Argentina,Cuentistas de Argentina,Ensayistas de Argentina,Escritores de la provincia de Córdoba (Argentina),Escritores en espanol del siglo XX,Fallecidos en 2000,Fallecidos en Buenos Aires,Hombres,Miembros de la Academia Argentina de Letras,Miembros de la Academia Estadounidense de las Artes y las Ciencias,Nacidos en 1910,Nacidos en Córdoba (Argentina),Novelistas de Argentina,Profesorado de la Universidad Nacional de Tucumán,Profesores de la Universidad Nacional de Cuyo,Profesores de la Universidad de Harvard,Profesores de la Universidad de Míchigan,Sepultados en el Cementerio Jardín de Paz de Pilar
In memoriam Dr. KHG	0.545	Örkény, István	Örkény	István	Hungria	Unknown	1912.0	1979.0	Unknown	Dramaturgos de Hungría,Escritores de Hungría del siglo XX,Escritores en húngaro,Fallecidos en 1979,Fallecidos en Budapest,Hombres,Judíos de Hungría,Nacidos en 1912,Nacidos en Budapest
Sé como un muerto	1.03	Anónimo	Anónimo	Unknown	India	Unknown	0.0	0.0	Unknown	Unknown
Simón el mago	0.525	Voltaire	Voltaire	Unknown	Francia	Unknown	1694.0	1778.0	Unknown	Unknown
El salto cualitativo	0.195	Monterroso, Augusto	Monterroso	Augusto	Guatemala	Unknown	1921.0	2003.0	Unknown	Aforistas,Augusto Monterroso,Cuentistas de Guatemala,Emigrantes guatemaltecos hacia México,Ensayistas de Guatemala,Escritores de Guatemala,Escritores en espanol del siglo XX,Fabulistas,Fallecidos en 2003,Fallecidos en Ciudad de México,Galardonados con el Premio Princesa de Asturias de las Letras,Ganadores del Premio Nacional de Literatura de Guatemala,Hombres,Microrrelatistas,Nacidos en 1920,Nacidos en Tegucigalpa,Nacionalizados de Guatemala,Premio Xavier Villaurrutia
En el café de la estación	3.085	Pavese, Cesare	Pavese	Cesare	Italia	Unknown	1908.0	1950.0	Charles Dickens,Daniel Defoe,Herman Melville,James Joyce,Walt Whitman,William Faulkner	Antifascistas de Italia,Ateos de Italia,Biógrafos de Italia,Cuentistas de Italia,Diaristas,Ensayistas de Italia del siglo XX,Escritores de Italia del siglo XX,Escritores que cometieron suicidio,Fallecidos en 1950,Fallecidos en Turín,Ganadores del Premio Strega,Hombres,Nacidos en 1908,Nacidos en Santo Stefano Belbo,Novelistas de Italia del siglo XX,Poesía moderna,Poetas de Italia del siglo XX,Suicidas de Italia,Suicidas por sobredosis de barbitúricos,Suicidios en 1950,Suicidios masculinos,Traductores al italiano,Traductores del inglés
El gerente	4.94	Quiroga, Horacio	Quiroga	Horacio	Uruguay	Unknown	1878.0	1937.0	Alfonsina Storni,Charles Baudelaire,Edgar Allan Poe,Guy de Maupassant,Juana de Ibarbourou,Julio Herrera y Reissig,Leopoldo Lugones,Rubén Darío,Rudyard Kipling	Críticos de cine de Uruguay,Cuentistas de Argentina,Cuentistas de Uruguay,Emigrantes uruguayos hacia Argentina,Escritores de aventuras,Escritores de literatura infantil y juvenil de Uruguay,Escritores de terror de Argentina,Escritores de terror de Uruguay,Escritores en espanol del siglo XX,Escritores que cometieron suicidio,Expatriados uruguayos en Argentina,Fallecidos en 1937,Hombres,Horacio Quiroga,Nacidos en 1878,Nacidos en Salto,Suicidas de Uruguay,Suicidas por envenenamiento,Suicidios en 1937
De puro distraído	3.98	Benedetti, Mario	Benedetti	Mario	Uruguay	Romanticismo	1920.0	2009.0	Gabriela Mistral,José Saramago,Pablo Neruda,Rubén Darío	Fallecidos en 2009,Hombres,Mario Benedetti,Nacidos en 1920
La zorra y el perro	0.31	Esopo	Esopo	Unknown	Grecia	Unknown	-600.0	0.0	Unknown	Unknown
Despedida	0.07	Tagore, Rabindranath	Tagore	Rabindranath	India	Unknown	1861.0	1941.0	Dante Alighieri,Federico García Lorca,Gabriela Mistral,Graham Greene,Johann Wolfgang von Goethe,José Ortega y Gasset,Juan Ramón Jiménez,León Tolstoi,Miguel de Cervantes,Octavio Paz,Pablo Neruda,Robert Frost,Thomas Mann,Victoria Ocampo,W. B. Yeats,Yasunari Kawabata	Aforistas,Alumnado de la Universidad de Calcuta,Alumnado del University College de Londres,Autores de himnos nacionales,Dramaturgos de India,Escritores de Bangladés,Escritores de India del siglo XIX,Escritores de India del siglo XX,Escritores en bengalí,Fallecidos en 1941,Filósofos de India del siglo XIX,Filósofos de India del siglo XX,Hombres,Indios laureados con el Premio Nobel de Literatura,Knights Bachelor,Laureados con el Premio Nobel 1913,Nacidos en 1861,Nacidos en Calcuta,Novelistas de India del siglo XIX,Novelistas de India del siglo XX,Pedagogos de India,Poetas de India del siglo XIX,Poetas de India del siglo XX,Rabindranath Tagore
El alma humana: un abismo	0.65	Pessoa, Fernando	Pessoa	Fernando	Portugal	Romanticismo	1888.0	1935.0	Alfred Tennyson,Antonio Machado,Cecília Meireles,Edgar Allan Poe,Ezra Pound,James Joyce,Jesús Munárriz,John Keats,John Milton,José Luis García Martín,José Saramago,Lord Byron,Octavio Paz,Pablo Neruda,Percy Bysshe Shelley,T. S. Eliot,Walt Whitman,William Butler Yeats,William Shakespeare,William Wordsworth,Ángel Crespo	Agnósticos de Portugal,Escritores con seudónimo,Escritores de Portugal del siglo XX,Escritores en portugués,Fallecidos en 1935,Fallecidos por cirrosis,Fernando Pessoa,Hombres,Masones de Portugal,Nacidos en 1888,Nacidos en Lisboa,Paganos,Poesía moderna,Poetas de Portugal del siglo XX,Poetas en portugués,Rosacruces
Los campeones de salto	3.18	Andersen, Hans Christian	Andersen	Hans Christian	Dinamarca	Romanticismo	1805.0	1875.0	Charles Dickens,William Shakespeare	Autodidactas,Comandantes de primera clase de la Orden de Dannebrog,Cuentistas de Dinamarca,Escritores LGBT de Dinamarca,Escritores bisexuales,Escritores de Dinamarca del siglo XIX,Escritores de literatura infantil de Dinamarca,Escritores en danés,Escritores sobre viajes del siglo XIX,Fallecidos en 1875,Fallecidos por cáncer de hígado en Dinamarca,Hans Christian Andersen,Historia LGBT en Dinamarca,Hombres,Nacidos en 1805,Nacidos en Odense,Novelistas de Dinamarca del siglo XIX,Personas que dan nombre a un asteroide,Poetas de Dinamarca del siglo XIX,Protestantes de Dinamarca,Viajeros del siglo XIX por Espana,Zurdos
El genio del pesacartas	6.96	Parra, Teresa de la	Parra	Teresa de la	Venezuela	Romanticismo	1889.0	1936.0	Alphonse Daudet,Anatole France,Fray Luis de León,Gabriela Mistral,Gustave Flaubert,Guy de Maupassant,José Rafael Pocaterra,Marcel Proust,Maurice Maeterlinck,Pierre Loti,Rubén Darío,Rómulo Gallegos,San Juan de la Cruz	Escritoras de Venezuela,Escritores de Venezuela,Escritores de Venezuela del siglo XX,Escritores en espanol,Escritores en espanol del siglo XX,Escritores modernos de ficción relacionada con la mitología griega,Fallecidos en 1936,Fallecidos en Madrid,Fallecidos por tuberculosis,Familia Parra,Mujeres,Mujeres del siglo XIX,Mujeres del siglo XX,Mujeres novelistas de Venezuela,Nacidos en 1889,Nacidos en París,Narrativa,Novelistas de Espana del siglo XX,Novelistas de Venezuela,Venezolanos
